Level,Title,State,Skill_level,Month,Vacancies
2,VIC skill level 3,VIC,3,2016-09-01,5636.585
2,VIC skill level 3,VIC,3,2016-10-01,5711.711
2,VIC skill level 3,VIC,3,2016-11-01,5569.49
2,VIC skill level 3,VIC,3,2016-12-01,5486.32
2,VIC skill level 3,VIC,3,2017-01-01,5427.963
2,VIC skill level 3,VIC,3,2017-02-01,5574.946
2,VIC skill level 3,VIC,3,2017-03-01,5530.141
2,VIC skill level 3,VIC,3,2017-04-01,5913.081
2,VIC skill level 3,VIC,3,2017-05-01,6113.612
2,VIC skill level 3,VIC,3,2017-06-01,6258.579
2,VIC skill level 3,VIC,3,2017-07-01,6299.494
2,VIC skill level 3,VIC,3,2017-08-01,6130.428
2,VIC skill level 3,VIC,3,2017-09-01,6051.81
2,VIC skill level 3,VIC,3,2017-10-01,6030.424
2,VIC skill level 3,VIC,3,2017-11-01,6276.495
2,VIC skill level 3,VIC,3,2017-12-01,6130.991
2,VIC skill level 3,VIC,3,2018-01-01,6229.745
2,VIC skill level 3,VIC,3,2018-02-01,6450.347
2,VIC skill level 3,VIC,3,2018-03-01,6722.903
2,VIC skill level 3,VIC,3,2018-04-01,6810.542
2,VIC skill level 3,VIC,3,2018-05-01,6781.485
2,VIC skill level 3,VIC,3,2018-06-01,6511.687
2,VIC skill level 3,VIC,3,2018-07-01,6597.65
2,VIC skill level 3,VIC,3,2018-08-01,6868.518
2,VIC skill level 3,VIC,3,2018-09-01,6786.785
2,VIC skill level 3,VIC,3,2018-10-01,6624.916
2,VIC skill level 3,VIC,3,2018-11-01,6331.622
2,VIC skill level 3,VIC,3,2018-12-01,6258.754
2,VIC skill level 3,VIC,3,2019-01-01,6433.38
2,VIC skill level 3,VIC,3,2019-02-01,6368.186
2,VIC skill level 3,VIC,3,2019-03-01,6244.322
2,VIC skill level 3,VIC,3,2019-04-01,6098.397
2,VIC skill level 3,VIC,3,2019-05-01,6418.564
2,VIC skill level 3,VIC,3,2019-06-01,6261.469
2,VIC skill level 3,VIC,3,2019-07-01,6337.898
2,VIC skill level 3,VIC,3,2019-08-01,6233.046
2,VIC skill level 3,VIC,3,2019-09-01,6550.309
2,VIC skill level 3,VIC,3,2019-10-01,6008.817
2,VIC skill level 3,VIC,3,2019-11-01,5612.975
2,VIC skill level 3,VIC,3,2019-12-01,5589.127
2,VIC skill level 3,VIC,3,2020-01-01,5733.298
2,VIC skill level 3,VIC,3,2020-02-01,5515.64
2,VIC skill level 3,VIC,3,2020-03-01,3607.053
2,VIC skill level 3,VIC,3,2020-04-01,1856.376
2,VIC skill level 3,VIC,3,2020-05-01,2903.465
2,VIC skill level 3,VIC,3,2020-06-01,4141.968
2,VIC skill level 3,VIC,3,2020-07-01,3572.183
2,VIC skill level 3,VIC,3,2020-08-01,2721.605
2,VIC skill level 3,VIC,3,2020-09-01,3837.499
2,VIC skill level 3,VIC,3,2020-10-01,4914.563
2,VIC skill level 3,VIC,3,2020-11-01,6366.56
2,VIC skill level 3,VIC,3,2020-12-01,6391.664
2,VIC skill level 3,VIC,3,2021-01-01,6877.539
2,VIC skill level 3,VIC,3,2021-02-01,6906.797
2,VIC skill level 3,VIC,3,2021-03-01,7924.043
2,VIC skill level 3,VIC,3,2021-04-01,8099.596
2,VIC skill level 3,VIC,3,2021-05-01,8215.221
2,VIC skill level 3,VIC,3,2021-06-01,7843.369
2,VIC skill level 3,VIC,3,2021-07-01,8132.01
2,VIC skill level 3,VIC,3,2021-08-01,7068.131
2,VIC skill level 3,VIC,3,2021-09-01,7200.239
2,VIC skill level 3,VIC,3,2021-10-01,8798.556
2,VIC skill level 3,VIC,3,2021-11-01,9446.981
2,VIC skill level 3,VIC,3,2021-12-01,8915.152
2,VIC skill level 3,VIC,3,2022-01-01,9457.645
2,VIC skill level 3,VIC,3,2022-02-01,10153.553
2,VIC skill level 3,VIC,3,2022-03-01,10069.612
2,VIC skill level 3,VIC,3,2022-04-01,9878.682
2,VIC skill level 3,VIC,3,2022-05-01,10085.145
2,VIC skill level 3,VIC,3,2022-06-01,10768.066
2,VIC skill level 3,VIC,3,2022-07-01,9776.591
2,VIC skill level 3,VIC,3,2022-08-01,10143.445
2,VIC skill level 3,VIC,3,2022-09-01,9927.304
2,VIC skill level 3,VIC,3,2022-10-01,9452.071
2,VIC skill level 3,VIC,3,2022-11-01,9342.706
2,VIC skill level 3,VIC,3,2022-12-01,9176.536
2,VIC skill level 3,VIC,3,2023-01-01,9210.61
2,VIC skill level 3,VIC,3,2023-02-01,9610.957
2,VIC skill level 3,VIC,3,2023-03-01,9494.427
2,VIC skill level 3,VIC,3,2023-04-01,10028.031
2,VIC skill level 3,VIC,3,2023-05-01,9631.667
2,VIC skill level 3,VIC,3,2023-06-01,9304.404
2,VIC skill level 3,VIC,3,2023-07-01,9717.778
2,VIC skill level 3,VIC,3,2023-08-01,9533.275
2,VIC skill level 3,VIC,3,2023-09-01,9332.047
2,VIC skill level 3,VIC,3,2023-10-01,8503.052
2,VIC skill level 3,VIC,3,2023-11-01,8692.744
2,VIC skill level 3,VIC,3,2023-12-01,8696.58
2,VIC skill level 3,VIC,3,2024-01-01,8182.305
2,VIC skill level 3,VIC,3,2024-02-01,8142.531
2,VIC skill level 3,VIC,3,2024-03-01,8145.778
2,VIC skill level 3,VIC,3,2024-04-01,7733.36
2,VIC skill level 3,VIC,3,2024-05-01,7958.533
2,VIC skill level 3,VIC,3,2024-06-01,7625.657
2,VIC skill level 3,VIC,3,2024-07-01,7152.203
2,VIC skill level 3,VIC,3,2024-08-01,7374.203
2,VIC skill level 3,VIC,3,2024-09-01,7791.7
2,VIC skill level 3,VIC,3,2024-10-01,7085.963
2,VIC skill level 3,VIC,3,2024-11-01,6772.742
2,VIC skill level 3,VIC,3,2024-12-01,6761.636
2,VIC skill level 3,VIC,3,2025-01-01,6883.784
2,VIC skill level 3,VIC,3,2025-02-01,6437.415
2,VIC skill level 3,VIC,3,2025-03-01,6486.059
2,VIC skill level 3,VIC,3,2025-04-01,6503.894
2,VIC skill level 3,VIC,3,2025-05-01,6596.993
2,VIC skill level 3,VIC,3,2025-06-01,6603.659
2,VIC skill level 3,VIC,3,2025-07-01,6456.537
2,VIC skill level 3,VIC,3,2025-08-01,6311.326
2,VIC skill level 3,VIC,3,2025-09-01,6231.118
2,VIC skill level 3,VIC,3,2025-10-01,6349.067
2,VIC skill level 3,VIC,3,2025-11-01,6041.925
2,VIC skill level 3,VIC,3,2025-12-01,5952.937
2,VIC skill level 3,VIC,3,2026-01-01,6169.248
2,VIC skill level 3,VIC,3,2026-02-01,6072.457
2,VIC skill level 3,VIC,3,2026-03-01,6139.313
2,VIC skill level 3,VIC,3,2026-04-01,6247.544
2,VIC skill level 3,VIC,3,2026-05-01,6043.429
2,VIC skill level 3,VIC,3,2026-06-01,5808.74
2,VIC skill level 3,VIC,3,2026-07-01,6387.878
2,VIC skill level 4,VIC,4,2006-01-01,13627.859
2,VIC skill level 4,VIC,4,2006-02-01,13956.652
2,VIC skill level 4,VIC,4,2006-03-01,14148.883
2,VIC skill level 4,VIC,4,2006-04-01,13881.687
2,VIC skill level 4,VIC,4,2006-05-01,13299.138
2,VIC skill level 4,VIC,4,2006-06-01,14112.175
2,VIC skill level 4,VIC,4,2006-07-01,13866.788
2,VIC skill level 4,VIC,4,2006-08-01,14017.304
2,VIC skill level 4,VIC,4,2006-09-01,13460.788
2,VIC skill level 4,VIC,4,2006-10-01,14574.334
2,VIC skill level 4,VIC,4,2006-11-01,14647.397
2,VIC skill level 4,VIC,4,2006-12-01,14399.599
2,VIC skill level 4,VIC,4,2007-01-01,14983.506
2,VIC skill level 4,VIC,4,2007-02-01,15761.456
2,VIC skill level 4,VIC,4,2007-03-01,16094.239
2,VIC skill level 4,VIC,4,2007-04-01,16124.386
2,VIC skill level 4,VIC,4,2007-05-01,17104.569
2,VIC skill level 4,VIC,4,2007-06-01,16599.222
2,VIC skill level 4,VIC,4,2007-07-01,17356.031
2,VIC skill level 4,VIC,4,2007-08-01,17851.256
2,VIC skill level 4,VIC,4,2007-09-01,18347.781
2,VIC skill level 4,VIC,4,2007-10-01,17926.302
2,VIC skill level 4,VIC,4,2007-11-01,18715.656
2,VIC skill level 4,VIC,4,2007-12-01,19150.469
2,VIC skill level 4,VIC,4,2008-01-01,19330.831
2,VIC skill level 4,VIC,4,2008-02-01,18604.157
2,VIC skill level 4,VIC,4,2008-03-01,17435.242
2,VIC skill level 4,VIC,4,2008-04-01,18942.929
2,VIC skill level 4,VIC,4,2008-05-01,18347.132
2,VIC skill level 4,VIC,4,2008-06-01,17900.663
2,VIC skill level 4,VIC,4,2008-07-01,16916.731
2,VIC skill level 4,VIC,4,2008-08-01,15561.233
2,VIC skill level 4,VIC,4,2008-09-01,14871.925
2,VIC skill level 4,VIC,4,2008-10-01,14190.451
2,VIC skill level 4,VIC,4,2008-11-01,12731.218
2,VIC skill level 4,VIC,4,2008-12-01,11605.548
2,VIC skill level 4,VIC,4,2009-01-01,10646.93
2,VIC skill level 4,VIC,4,2009-02-01,10161.34
2,VIC skill level 4,VIC,4,2009-03-01,8784.699
2,VIC skill level 4,VIC,4,2009-04-01,9469.518
2,VIC skill level 4,VIC,4,2009-05-01,8983.734
2,VIC skill level 4,VIC,4,2009-06-01,10063.016
2,VIC skill level 4,VIC,4,2009-07-01,9265.509
2,VIC skill level 4,VIC,4,2009-08-01,9798.737
2,VIC skill level 4,VIC,4,2009-09-01,9877.407
2,VIC skill level 4,VIC,4,2009-10-01,9926.044
2,VIC skill level 4,VIC,4,2009-11-01,10308.68
2,VIC skill level 4,VIC,4,2009-12-01,10722.425
2,VIC skill level 4,VIC,4,2010-01-01,10668.423
2,VIC skill level 4,VIC,4,2010-02-01,11460.294
2,VIC skill level 4,VIC,4,2010-03-01,10523.768
2,VIC skill level 4,VIC,4,2010-04-01,9621.925
2,VIC skill level 4,VIC,4,2010-05-01,10798.305
2,VIC skill level 4,VIC,4,2010-06-01,10761.26
2,VIC skill level 4,VIC,4,2010-07-01,11548.741
2,VIC skill level 4,VIC,4,2010-08-01,11854.014
2,VIC skill level 4,VIC,4,2010-09-01,12390.36
2,VIC skill level 4,VIC,4,2010-10-01,12388.748
2,VIC skill level 4,VIC,4,2010-11-01,12639.271
2,VIC skill level 4,VIC,4,2010-12-01,12960.221
2,VIC skill level 4,VIC,4,2011-01-01,13081.781
2,VIC skill level 4,VIC,4,2011-02-01,12848.941
2,VIC skill level 4,VIC,4,2011-03-01,12855.251
2,VIC skill level 4,VIC,4,2011-04-01,12688.201
2,VIC skill level 4,VIC,4,2011-05-01,12520.053
2,VIC skill level 4,VIC,4,2011-06-01,12444.224
2,VIC skill level 4,VIC,4,2011-07-01,12517.688
2,VIC skill level 4,VIC,4,2011-08-01,11926.321
2,VIC skill level 4,VIC,4,2011-09-01,11565.844
2,VIC skill level 4,VIC,4,2011-10-01,11388.346
2,VIC skill level 4,VIC,4,2011-11-01,11272.58
2,VIC skill level 4,VIC,4,2011-12-01,11469.424
2,VIC skill level 4,VIC,4,2012-01-01,11003.746
2,VIC skill level 4,VIC,4,2012-02-01,11280.849
2,VIC skill level 4,VIC,4,2012-03-01,10851.178
2,VIC skill level 4,VIC,4,2012-04-01,10673.467
2,VIC skill level 4,VIC,4,2012-05-01,10422.317
2,VIC skill level 4,VIC,4,2012-06-01,9901.677
2,VIC skill level 4,VIC,4,2012-07-01,9500.998
2,VIC skill level 4,VIC,4,2012-08-01,9668.331
2,VIC skill level 4,VIC,4,2012-09-01,9863.369
2,VIC skill level 4,VIC,4,2012-10-01,9090.521
2,VIC skill level 4,VIC,4,2012-11-01,8930.32
2,VIC skill level 4,VIC,4,2012-12-01,8548.8
2,VIC skill level 4,VIC,4,2013-01-01,8737.103
2,VIC skill level 4,VIC,4,2013-02-01,8354.278
2,VIC skill level 4,VIC,4,2013-03-01,8808.352
2,VIC skill level 4,VIC,4,2013-04-01,7882.964
2,VIC skill level 4,VIC,4,2013-05-01,8402.986
2,VIC skill level 4,VIC,4,2013-06-01,8507.58
2,VIC skill level 4,VIC,4,2013-07-01,8685.203
2,VIC skill level 4,VIC,4,2013-08-01,8403.125
2,VIC skill level 4,VIC,4,2013-09-01,8341.564
2,VIC skill level 4,VIC,4,2013-10-01,8545.194
2,VIC skill level 4,VIC,4,2013-11-01,8519.888
2,VIC skill level 4,VIC,4,2013-12-01,8425.845
2,VIC skill level 4,VIC,4,2014-01-01,9244.379
2,VIC skill level 4,VIC,4,2014-02-01,8989.315
2,VIC skill level 4,VIC,4,2014-03-01,9019.879
2,VIC skill level 4,VIC,4,2014-04-01,8799.379
2,VIC skill level 4,VIC,4,2014-05-01,9380.563
2,VIC skill level 4,VIC,4,2014-06-01,9703.49
2,VIC skill level 4,VIC,4,2014-07-01,9307.4
2,VIC skill level 4,VIC,4,2014-08-01,9754.467
2,VIC skill level 4,VIC,4,2014-09-01,9941.607
2,VIC skill level 4,VIC,4,2014-10-01,10130.417
2,VIC skill level 4,VIC,4,2014-11-01,9724.989
2,VIC skill level 4,VIC,4,2014-12-01,9690.192
2,VIC skill level 4,VIC,4,2015-01-01,10039.057
2,VIC skill level 4,VIC,4,2015-02-01,10199.673
2,VIC skill level 4,VIC,4,2015-03-01,10458.593
2,VIC skill level 4,VIC,4,2015-04-01,10316.495
2,VIC skill level 4,VIC,4,2015-05-01,9787.733
2,VIC skill level 4,VIC,4,2015-06-01,9553.906
2,VIC skill level 4,VIC,4,2015-07-01,9939.749
2,VIC skill level 4,VIC,4,2015-08-01,9861.145
2,VIC skill level 4,VIC,4,2015-09-01,10303.933
2,VIC skill level 4,VIC,4,2015-10-01,10268.876
2,VIC skill level 4,VIC,4,2015-11-01,10627.326
2,VIC skill level 4,VIC,4,2015-12-01,10745.059
2,VIC skill level 4,VIC,4,2016-01-01,10184.681
2,VIC skill level 4,VIC,4,2016-02-01,10082.418
2,VIC skill level 4,VIC,4,2016-03-01,9986.355
2,VIC skill level 4,VIC,4,2016-04-01,10354.275
2,VIC skill level 4,VIC,4,2016-05-01,10431.099
2,VIC skill level 4,VIC,4,2016-06-01,11044.877
2,VIC skill level 4,VIC,4,2016-07-01,10359.89
2,VIC skill level 4,VIC,4,2016-08-01,10377.301
2,VIC skill level 4,VIC,4,2016-09-01,10238.873
2,VIC skill level 4,VIC,4,2016-10-01,10228.68
2,VIC skill level 4,VIC,4,2016-11-01,10487.408
2,VIC skill level 4,VIC,4,2016-12-01,10204.023
2,VIC skill level 4,VIC,4,2017-01-01,10448.631
2,VIC skill level 4,VIC,4,2017-02-01,10615.245
2,VIC skill level 4,VIC,4,2017-03-01,10673.385
2,VIC skill level 4,VIC,4,2017-04-01,11080.675
2,VIC skill level 4,VIC,4,2017-05-01,11356.047
2,VIC skill level 4,VIC,4,2017-06-01,11669.903
2,VIC skill level 4,VIC,4,2017-07-01,11707.335
2,VIC skill level 4,VIC,4,2017-08-01,11667.385
2,VIC skill level 4,VIC,4,2017-09-01,11631.441
2,VIC skill level 4,VIC,4,2017-10-01,11598.177
2,VIC skill level 4,VIC,4,2017-11-01,11749.47
2,VIC skill level 4,VIC,4,2017-12-01,11249.453
2,VIC skill level 4,VIC,4,2018-01-01,11745.262
2,VIC skill level 4,VIC,4,2018-02-01,12081.546
2,VIC skill level 4,VIC,4,2018-03-01,12743.329
2,VIC skill level 4,VIC,4,2018-04-01,12602.297
2,VIC skill level 4,VIC,4,2018-05-01,12654.071
2,VIC skill level 4,VIC,4,2018-06-01,12749.337
2,VIC skill level 4,VIC,4,2018-07-01,12819.425
2,VIC skill level 4,VIC,4,2018-08-01,13327.337
2,VIC skill level 4,VIC,4,2018-09-01,12816.124
2,VIC skill level 4,VIC,4,2018-10-01,12703.917
2,VIC skill level 4,VIC,4,2018-11-01,12169.315
2,VIC skill level 4,VIC,4,2018-12-01,12210.354
2,VIC skill level 4,VIC,4,2019-01-01,12701.335
2,VIC skill level 4,VIC,4,2019-02-01,12684.563
2,VIC skill level 4,VIC,4,2019-03-01,11943.462
2,VIC skill level 4,VIC,4,2019-04-01,11809.173
2,VIC skill level 4,VIC,4,2019-05-01,12163.093
2,VIC skill level 4,VIC,4,2019-06-01,12176.362
2,VIC skill level 4,VIC,4,2019-07-01,12077.506
2,VIC skill level 4,VIC,4,2019-08-01,12241.875
2,VIC skill level 4,VIC,4,2019-09-01,12809.99
2,VIC skill level 4,VIC,4,2019-10-01,11618.473
2,VIC skill level 4,VIC,4,2019-11-01,10747.402
2,VIC skill level 4,VIC,4,2019-12-01,10891.822
2,VIC skill level 4,VIC,4,2020-01-01,11328.862
2,VIC skill level 4,VIC,4,2020-02-01,10717.249
2,VIC skill level 4,VIC,4,2020-03-01,7078.608
2,VIC skill level 4,VIC,4,2020-04-01,3607.092
2,VIC skill level 4,VIC,4,2020-05-01,5292.268
2,VIC skill level 4,VIC,4,2020-06-01,8069.077
2,VIC skill level 4,VIC,4,2020-07-01,6990.583
2,VIC skill level 4,VIC,4,2020-08-01,6120.922
2,VIC skill level 4,VIC,4,2020-09-01,7497.436
2,VIC skill level 4,VIC,4,2020-10-01,8843.75
2,VIC skill level 4,VIC,4,2020-11-01,12639.772
2,VIC skill level 4,VIC,4,2020-12-01,12686.422
2,VIC skill level 4,VIC,4,2021-01-01,13283.944
2,VIC skill level 4,VIC,4,2021-02-01,13696.109
2,VIC skill level 4,VIC,4,2021-03-01,15943.921
2,VIC skill level 4,VIC,4,2021-04-01,16461.363
2,VIC skill level 4,VIC,4,2021-05-01,17071.15
2,VIC skill level 4,VIC,4,2021-06-01,15498.717
2,VIC skill level 4,VIC,4,2021-07-01,16223.671
2,VIC skill level 4,VIC,4,2021-08-01,14200.874
2,VIC skill level 4,VIC,4,2021-09-01,14351.506
2,VIC skill level 4,VIC,4,2021-10-01,18709.674
2,VIC skill level 4,VIC,4,2021-11-01,19853.841
2,VIC skill level 4,VIC,4,2021-12-01,18768.693
2,VIC skill level 4,VIC,4,2022-01-01,19556.563
2,VIC skill level 4,VIC,4,2022-02-01,20713.311
2,VIC skill level 4,VIC,4,2022-03-01,21239.59
2,VIC skill level 4,VIC,4,2022-04-01,21672.696
2,VIC skill level 4,VIC,4,2022-05-01,22039.663
2,VIC skill level 4,VIC,4,2022-06-01,23473.776
2,VIC skill level 4,VIC,4,2022-07-01,21516.2
2,VIC skill level 4,VIC,4,2022-08-01,22717.527
2,VIC skill level 4,VIC,4,2022-09-01,21554.183
2,VIC skill level 4,VIC,4,2022-10-01,20760.21
2,VIC skill level 4,VIC,4,2022-11-01,19915.462
2,VIC skill level 4,VIC,4,2022-12-01,18748.015
2,VIC skill level 4,VIC,4,2023-01-01,18900.503
2,VIC skill level 4,VIC,4,2023-02-01,19340.564
2,VIC skill level 4,VIC,4,2023-03-01,19040.453
2,VIC skill level 4,VIC,4,2023-04-01,19453.495
2,VIC skill level 4,VIC,4,2023-05-01,19098.554
2,VIC skill level 4,VIC,4,2023-06-01,19042.624
2,VIC skill level 4,VIC,4,2023-07-01,18856.841
2,VIC skill level 4,VIC,4,2023-08-01,18222.708
2,VIC skill level 4,VIC,4,2023-09-01,17441.157
2,VIC skill level 4,VIC,4,2023-10-01,16285.228
2,VIC skill level 4,VIC,4,2023-11-01,15987.896
2,VIC skill level 4,VIC,4,2023-12-01,16040.85
2,VIC skill level 4,VIC,4,2024-01-01,15277.527
2,VIC skill level 4,VIC,4,2024-02-01,15042.364
2,VIC skill level 4,VIC,4,2024-03-01,15260.466
2,VIC skill level 4,VIC,4,2024-04-01,14513.05
2,VIC skill level 4,VIC,4,2024-05-01,14805.462
2,VIC skill level 4,VIC,4,2024-06-01,13747.621
2,VIC skill level 4,VIC,4,2024-07-01,12518.286
2,VIC skill level 4,VIC,4,2024-08-01,13684.331
2,VIC skill level 4,VIC,4,2024-09-01,13805.391
2,VIC skill level 4,VIC,4,2024-10-01,12802.256
2,VIC skill level 4,VIC,4,2024-11-01,12318.949
2,VIC skill level 4,VIC,4,2024-12-01,11933.141
2,VIC skill level 4,VIC,4,2025-01-01,12016.649
2,VIC skill level 4,VIC,4,2025-02-01,11622.245
2,VIC skill level 4,VIC,4,2025-03-01,11205.32
2,VIC skill level 4,VIC,4,2025-04-01,11437.715
2,VIC skill level 4,VIC,4,2025-05-01,11365.514
2,VIC skill level 4,VIC,4,2025-06-01,11421.896
2,VIC skill level 4,VIC,4,2025-07-01,11464.51
2,VIC skill level 4,VIC,4,2025-08-01,11301.231
2,VIC skill level 4,VIC,4,2025-09-01,11625.918
2,VIC skill level 4,VIC,4,2025-10-01,11390.77
2,VIC skill level 4,VIC,4,2025-11-01,11122.998
2,VIC skill level 4,VIC,4,2025-12-01,11059.248
2,VIC skill level 4,VIC,4,2026-01-01,11718.761
2,VIC skill level 4,VIC,4,2026-02-01,11295.783
2,VIC skill level 4,VIC,4,2026-03-01,11272.954
2,VIC skill level 4,VIC,4,2026-04-01,11153.678
2,VIC skill level 4,VIC,4,2026-05-01,10923.104
2,VIC skill level 4,VIC,4,2026-06-01,10983.776
2,VIC skill level 4,VIC,4,2026-07-01,11349.873
2,VIC skill level 5,VIC,5,2006-01-01,10336.59
2,VIC skill level 5,VIC,5,2006-02-01,11012.545
2,VIC skill level 5,VIC,5,2006-03-01,11474.37
2,VIC skill level 5,VIC,5,2006-04-01,10466.41
2,VIC skill level 5,VIC,5,2006-05-01,10486.476
2,VIC skill level 5,VIC,5,2006-06-01,10375.864
2,VIC skill level 5,VIC,5,2006-07-01,10640.613
2,VIC skill level 5,VIC,5,2006-08-01,10889.263
2,VIC skill level 5,VIC,5,2006-09-01,10746.821
2,VIC skill level 5,VIC,5,2006-10-01,11232.372
2,VIC skill level 5,VIC,5,2006-11-01,11451.366
2,VIC skill level 5,VIC,5,2006-12-01,10780.752
2,VIC skill level 5,VIC,5,2007-01-01,11139.808
2,VIC skill level 5,VIC,5,2007-02-01,11551.641
2,VIC skill level 5,VIC,5,2007-03-01,11995.676
2,VIC skill level 5,VIC,5,2007-04-01,11530.443
2,VIC skill level 5,VIC,5,2007-05-01,12071.372
2,VIC skill level 5,VIC,5,2007-06-01,12040.202
2,VIC skill level 5,VIC,5,2007-07-01,12223.801
2,VIC skill level 5,VIC,5,2007-08-01,12720.221
2,VIC skill level 5,VIC,5,2007-09-01,12595.202
2,VIC skill level 5,VIC,5,2007-10-01,12131.14
2,VIC skill level 5,VIC,5,2007-11-01,12555.639
2,VIC skill level 5,VIC,5,2007-12-01,12701.398
2,VIC skill level 5,VIC,5,2008-01-01,12931.967
2,VIC skill level 5,VIC,5,2008-02-01,12222.186
2,VIC skill level 5,VIC,5,2008-03-01,12266.141
2,VIC skill level 5,VIC,5,2008-04-01,12459.019
2,VIC skill level 5,VIC,5,2008-05-01,11954.993
2,VIC skill level 5,VIC,5,2008-06-01,11767.624
2,VIC skill level 5,VIC,5,2008-07-01,11170.555
2,VIC skill level 5,VIC,5,2008-08-01,10599.658
2,VIC skill level 5,VIC,5,2008-09-01,10318.199
2,VIC skill level 5,VIC,5,2008-10-01,9641.611
2,VIC skill level 5,VIC,5,2008-11-01,8677.352
2,VIC skill level 5,VIC,5,2008-12-01,8399
2,VIC skill level 5,VIC,5,2009-01-01,7779.788
2,VIC skill level 5,VIC,5,2009-02-01,7440.6
2,VIC skill level 5,VIC,5,2009-03-01,7068.524
2,VIC skill level 5,VIC,5,2009-04-01,7136.249
2,VIC skill level 5,VIC,5,2009-05-01,6483.044
2,VIC skill level 5,VIC,5,2009-06-01,7598.259
2,VIC skill level 5,VIC,5,2009-07-01,5771.347
2,VIC skill level 5,VIC,5,2009-08-01,6443.815
2,VIC skill level 5,VIC,5,2009-09-01,6562.691
2,VIC skill level 5,VIC,5,2009-10-01,7021.101
2,VIC skill level 5,VIC,5,2009-11-01,7805.837
2,VIC skill level 5,VIC,5,2009-12-01,7706.094
2,VIC skill level 5,VIC,5,2010-01-01,7404.253
2,VIC skill level 5,VIC,5,2010-02-01,7944.135
2,VIC skill level 5,VIC,5,2010-03-01,6543.492
2,VIC skill level 5,VIC,5,2010-04-01,6177.651
2,VIC skill level 5,VIC,5,2010-05-01,6870.81
2,VIC skill level 5,VIC,5,2010-06-01,6896.691
2,VIC skill level 5,VIC,5,2010-07-01,7187.312
2,VIC skill level 5,VIC,5,2010-08-01,7231.842
2,VIC skill level 5,VIC,5,2010-09-01,7398.911
2,VIC skill level 5,VIC,5,2010-10-01,7093.785
2,VIC skill level 5,VIC,5,2010-11-01,7165.682
2,VIC skill level 5,VIC,5,2010-12-01,7069.11
2,VIC skill level 5,VIC,5,2011-01-01,7382.083
2,VIC skill level 5,VIC,5,2011-02-01,7255.83
2,VIC skill level 5,VIC,5,2011-03-01,7260.641
2,VIC skill level 5,VIC,5,2011-04-01,7165.129
2,VIC skill level 5,VIC,5,2011-05-01,7504.031
2,VIC skill level 5,VIC,5,2011-06-01,7359.986
2,VIC skill level 5,VIC,5,2011-07-01,7120.209
2,VIC skill level 5,VIC,5,2011-08-01,6926.33
2,VIC skill level 5,VIC,5,2011-09-01,6594.909
2,VIC skill level 5,VIC,5,2011-10-01,6577.614
2,VIC skill level 5,VIC,5,2011-11-01,6639.016
2,VIC skill level 5,VIC,5,2011-12-01,6432.84
2,VIC skill level 5,VIC,5,2012-01-01,6126.21
2,VIC skill level 5,VIC,5,2012-02-01,6445.1
2,VIC skill level 5,VIC,5,2012-03-01,6127.743
2,VIC skill level 5,VIC,5,2012-04-01,6014.042
2,VIC skill level 5,VIC,5,2012-05-01,5824.946
2,VIC skill level 5,VIC,5,2012-06-01,5556.843
2,VIC skill level 5,VIC,5,2012-07-01,5432.877
2,VIC skill level 5,VIC,5,2012-08-01,5355.048
2,VIC skill level 5,VIC,5,2012-09-01,5445.866
2,VIC skill level 5,VIC,5,2012-10-01,5253.323
2,VIC skill level 5,VIC,5,2012-11-01,5068.494
2,VIC skill level 5,VIC,5,2012-12-01,5097.204
2,VIC skill level 5,VIC,5,2013-01-01,4822.05
2,VIC skill level 5,VIC,5,2013-02-01,4686.796
2,VIC skill level 5,VIC,5,2013-03-01,4814.945
2,VIC skill level 5,VIC,5,2013-04-01,4390.196
2,VIC skill level 5,VIC,5,2013-05-01,4755.189
2,VIC skill level 5,VIC,5,2013-06-01,4717.739
2,VIC skill level 5,VIC,5,2013-07-01,4868.927
2,VIC skill level 5,VIC,5,2013-08-01,4831.728
2,VIC skill level 5,VIC,5,2013-09-01,4755.398
2,VIC skill level 5,VIC,5,2013-10-01,4714.131
2,VIC skill level 5,VIC,5,2013-11-01,4707.47
2,VIC skill level 5,VIC,5,2013-12-01,4620.656
2,VIC skill level 5,VIC,5,2014-01-01,4906.96
2,VIC skill level 5,VIC,5,2014-02-01,4871.978
2,VIC skill level 5,VIC,5,2014-03-01,4729.514
2,VIC skill level 5,VIC,5,2014-04-01,4777.899
2,VIC skill level 5,VIC,5,2014-05-01,4785.501
2,VIC skill level 5,VIC,5,2014-06-01,5115.918
2,VIC skill level 5,VIC,5,2014-07-01,4991.182
2,VIC skill level 5,VIC,5,2014-08-01,5195.447
2,VIC skill level 5,VIC,5,2014-09-01,5298.645
2,VIC skill level 5,VIC,5,2014-10-01,5259.517
2,VIC skill level 5,VIC,5,2014-11-01,5172.915
2,VIC skill level 5,VIC,5,2014-12-01,4920.562
2,VIC skill level 5,VIC,5,2015-01-01,5176.892
2,VIC skill level 5,VIC,5,2015-02-01,5261.768
2,VIC skill level 5,VIC,5,2015-03-01,5327.294
2,VIC skill level 5,VIC,5,2015-04-01,5498.297
2,VIC skill level 5,VIC,5,2015-05-01,4939.388
2,VIC skill level 5,VIC,5,2015-06-01,4709.4
2,VIC skill level 5,VIC,5,2015-07-01,4643.261
2,VIC skill level 5,VIC,5,2015-08-01,4499.864
